id,rating,comment,categories,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Другое
3945901,5,"Решил ситуацию быстро, спасибо.
",Нравится скорость отработки заявок,0,0,0,1,0,0
3946019,5,"Спасибо большое, все выполнено быстро и качественно 😊👍","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3946026,5,Андрей всё сделал хорошо ,Нравится качество работы сотрудников,0,0,1,0,0,0
3946274,5,"да, спасибо,теперь лифт заработал",Вопрос решен,1,0,0,0,0,0
3946414,5,Специалист прекрасно выполнил работу! Благодарна за отзывчивость. Больше бы таких сотрудников.,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3946690,5,"быстро решили проблему
",Нравится скорость отработки заявок,0,0,0,1,0,0
3946716,5,Очень оперативно справились 👍🏼,Нравится скорость отработки заявок,0,0,0,1,0,0
3946729,5,Спасибо очень быстро отреагировали,Нравится скорость отработки заявок,0,0,0,1,0,0
3946768,5,"Все сделано оперативно, мастер Воронков Сергей сделал все быстро ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3946799,5,Очень оперативно решили проблему,Нравится скорость отработки заявок,0,0,0,1,0,0
3946853,5,"Все хорошо, спасибо ",Понравилось выполнение заявки,0,0,0,0,1,0
3946899,5,Добрый день. Работы исполнены. Благодарю.,Вопрос решен,1,0,0,0,0,0
3946934,5,"Спасибо Татьяне, всю информацию обновили",Нравится качество работы сотрудников,0,0,1,0,0,0
3947311,5,"Очень подробно, большое спасибо за консультацию! ",Понравилось выполнение заявки,0,0,0,0,1,0
3947432,5,Огромное спасибо Сергею,Нравится качество работы сотрудников,0,0,1,0,0,0
3947727,5,"отзывчивые, приятные, готовы были сразу оформить акт, но ещё раз проверили сушилку, и обнаружили, сто есть кнопка включения",Понравилось выполнение заявки,0,0,0,0,1,0
3947806,5,"Спасибо что в нашей УК есть такие специалисты.
Причина отсутствия электричества была найдена сразу и быстро устранена.","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3947834,5,Большое спасибо за роботу.,Понравилось выполнение заявки,0,0,0,0,1,0
3947929,5,Прекрасно выполненная работа. Получил ценную рекомендацию на будущее. Спасибо!,Понравилось выполнение заявки,0,0,0,0,1,0
3947984,5,быстро отключили пожарную вытяжку,Нравится скорость отработки заявок,0,0,0,1,0,0
3948043,5,Потрясающе 😻 ,Понравилось выполнение заявки,0,0,0,0,1,0
3948159,5,Сделали все быстро и качественно ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3948185,5,"Быстро приехал мастер , составили акт . ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3948217,5,"Спасибо, Татьяна!!",Нравится качество работы сотрудников,0,0,1,0,0,0
3948226,5,"супер мега оперативно, спасибо !)
",Нравится скорость отработки заявок,0,0,0,1,0,0
3948403,5,Отличная работа мастера. Быстро и качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3948418,5,"Большое спасибо за своевременную обратную связь! Всё чётко объяснили,культурно!",Понравилось выполнение заявки,0,0,0,0,1,0
3948436,5,"отличный мастер!
большое спасибо за помощь!",Нравится качество работы сотрудников,0,0,1,0,0,0
3948528,5,Благодарим за оперативность и понимание,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3948632,5,Спасибо большое за оперативность и качество!❤,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3948735,5,"спасибо, что решили свою проблему, а то как то не очень, платишь вовремя, а тебе про долг пишут. ",Другое,0,0,0,0,0,1
3948738,5,"разобрались, спасибо ",Вопрос решен,1,0,0,0,0,0
3948958,5,"Мастер быстро пришёл, быстро понял в чем проблема и быстро устранил её, в общем всё отлично, спасибо ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3949033,5,Работа выполнена на отлично! Быстро и качественно! Спасибо большое! ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3949214,5,спасибо. молодцы!,Вопрос решен,1,0,0,0,0,0
3949304,5,Спасибо за быстрое и качественное решение вопроса ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3949394,5,Все отлично! Специалист пришёл через 30 минут после заявки. Все оперативно починил. ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3949561,5,спасибо огромное. но уборка лифта это временное решение проблеммы. потому что в них гадят систематически. просьба выявить и наказать нарушителей,Вопрос решен,1,0,0,0,0,0
3949596,5,"Мастер - Самый Лучший! Спасибо Вам Огромное за таких сотрудников!!!! 
",Нравится качество работы сотрудников,0,0,1,0,0,0
3949613,5,"Спасибо! Так быстро сделали , красивую светодиодную лампу поставили ",Нравится скорость отработки заявок,0,0,0,1,0,0
3949687,5,"оперативно отреагировали на заявку, и устранили.","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3949875,5,Доброго дня! Спасибо за таких Прекрасных Сотрудников! ,Нравится качество работы сотрудников,0,0,1,0,0,0
3949884,5,Спасибо за оперативность. После укладки плитки остались незаделанные швы на стыке. Для сравнения на 1 этаже в холле швы ровно закрыты. Просьба завершить работу до конца. ,"{""choices"":[""Нравится скорость отработки заявок"",""Другое""]}",0,0,0,1,0,1
3950162,5,"заявка выполнена. 
Со слов электрика заявка выполнена. В квартире собственник не был. Там не проживает.. ",Другое,0,0,0,0,0,1
3950433,5,мастер пришёл быстро. Все быстро сделал. ,Нравится скорость отработки заявок,0,0,0,1,0,0
3950683,5,"Огромнейшее спасибо.
Максимально быстро и качественно!!!
Просто сотрудник месяца 
","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3950754,5,Спасибо Вам большое 🙏 за оперативность👍и качество !!!🤝,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3950893,5,"Вот это скорость 😁👍
Спасибо! ",Нравится скорость отработки заявок,0,0,0,1,0,0
3951189,5,Шикарный специалист. Спасибо за отличную работу и скорость,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3951598,5,В первый раз так быстро,Нравится скорость отработки заявок,0,0,0,1,0,0
3951714,5,"Доброе утро, спасибо. Только большая просьба, ранее в этом светильнике мы меняли лампочку и т. к. не было лампочки с цоколем 14, мы ставили переходник, верните его пожалуйста. ","{""choices"":[""Вопрос решен"",""Другое""]}",1,0,0,0,0,1
3952062,5,Оперативно и качественно ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3952142,5,"Остановили течь, дали рекомендации что делать дальше. Большое спасибо! ","{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",0,1,0,0,1,0
3952250,5,оперативно и вежливо. такого нет в москве,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3952354,5,"Спасибо за оперативность. Но я так и не поняла. Почему редукторы нам поставили плохие, когда всем меняли?","{""choices"":[""Нравится скорость отработки заявок"",""Другое""]}",0,0,0,1,0,1
3952439,5,Спасибо большое. Сантехник быстро устранил засор. ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3952649,5,Огромное спасибо за оперативность 🙏,Нравится скорость отработки заявок,0,0,0,1,0,0
3952848,5,"приехали быстро , всё сделали чётко. благодарю ",Нравится скорость отработки заявок,0,0,0,1,0,0
3953130,5,вода стала теплее,Вопрос решен,1,0,0,0,0,0
3953192,5,"Спасибо большое мастеру, все быстро  сделал ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3953263,5,Спасибо за быструю и качественную работу.,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3953366,5,"Всё подробно показали и объяснили, спасибо!)","{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",0,1,0,0,1,0
3953752,5,Спасибо за разъяснения!,Понравилось выполнение заявки,0,0,0,0,1,0
3953818,5,"Сантехник объяснил причину проблемы, что для хорошего напора воды нужно менять на смеситель с 40 картриджем, теперь понятно! Спасибо! ",Нравится качество работы сотрудников,0,0,1,0,0,0
3953824,5,Быстро четко ,Нравится скорость отработки заявок,0,0,0,1,0,0
3954582,5,"Отличный мастер, решил профессионально вопрос. Большое спасибо!!!","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3954839,5,"спасибо вам большое, консультанты помогли с решением проблем, объяснили все очень доступно! спасибо вам огромное 🙏

","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3955070,5,супер менеджер,Нравится качество работы сотрудников,0,0,1,0,0,0
3955195,5,Спасибо большое за быструю реакцию! Успокоили 💙,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3858246,1,Кнопка лифта 6 этажа в грузовом лифте до сих пор не работает.,Другое,0,0,0,0,0,1
3861485,1,Кнопки все вываливаются,Другое,0,0,0,0,0,1
3862765,1,"БУДЕМ ВЕРИТЬ,ЧТО ДЕЙСТВИТЕЛЬНО ТРАВИЛИ",Другое,0,0,0,0,0,1
4237692,5,"быстро прислали код.
единственное что смущает  коды легкие слишком.",Нравится скорость отработки заявок,0,0,0,1,0,0
4237302,5,спасибо! быстро и оперативно закрепили светильник. 👍,Нравится скорость отработки заявок,0,0,0,1,0,0
4237239,5,все быстро решили. спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4237163,5,"оперативное решение вопроса,спасибо",Нравится скорость отработки заявок,0,0,0,1,0,0
4237053,5,благодарю за оперативное предоставление информации!,Нравится скорость отработки заявок,0,0,0,1,0,0
4236894,5,"всё прекрасно и оперативно, но акт хотелось бы получить",Нравится скорость отработки заявок,0,0,0,1,0,0
4236872,5,"все отлично, большое спасибо!",Понравилось выполнение заявки,0,0,0,0,1,0
4236740,5,спасибо за оперативность! супер!,Нравится скорость отработки заявок,0,0,0,1,0,0
4236551,5,спасибо за быстрый ответ. все понятно объяснили,Нравится скорость отработки заявок,0,0,0,1,0,0
4236530,5,молниеносно),Нравится скорость отработки заявок,0,0,0,1,0,0
4236469,5,большое спасибо за оперативный ответ,Нравится скорость отработки заявок,0,0,0,1,0,0
4236406,5,"все отлично! сантехник оперативно пришел, при мне все устранил! видно, что спец в своем деле!","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4236382,5,"оперативно, профессионально. все устранено!!! спасибо!",Нравится скорость отработки заявок,0,0,0,1,0,0
4236102,5,мастер молодец 👍,Нравится качество работы сотрудников,0,0,1,0,0,0
4235894,5,специалист вышел на связь по заявке достаточно быстро. консультация уже не требовалась. муж справился с задачей самостоятельно .,"{""choices"":[""Нравится скорость отработки заявок"",""Другое""]}",0,0,0,1,0,1
4235790,5,добросовестный мастер виктор,Нравится качество работы сотрудников,0,0,1,0,0,0
4235478,5,"к сожалению протечка все равно есть небольшая, нужно менять гайку",Другое,0,0,0,0,0,1
4235471,5,"батарея опять остыла ((
что-то идёт не так 
почему  заявка закрыты?",Другое,0,0,0,0,0,1
4235354,5,"всё отлично, сделали в тот де день. спасибо","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
4235110,5,"не понимаю как можно отрапортовать что работа выполнена , когда как скрипела дверь и хлопала так и все осталось без изменений.",Другое,0,0,0,0,0,1
4234433,5,благадарю вас за оказанную услугу.,Вопрос решен,1,0,0,0,0,0
4234406,5,"спасибо , антону, за грамотность в своей работе!",Нравится качество работы сотрудников,0,0,1,0,0,0
4234317,5,вопрос не решен!,Другое,0,0,0,0,0,1
4234085,5,"спасибо дмитрию. пришел оперативно. 
все сделал.","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4233842,5,спасибо за оперативное решение заявки!,Нравится скорость отработки заявок,0,0,0,1,0,0
4233795,5,здравствуйте мне нужны подтверждения оплаты а не квитанции. пришлите пожалуйста,Другое,0,0,0,0,0,1
4233537,5,вопрос за декабрь сумма более 12 т.р из-за чего такая большая разница?,Другое,0,0,0,0,0,1
4233528,5,быстро со слов сантехника все сделали,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4233496,5,мастер пришел быстро. пломбу тоже поставил быстро. спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4233386,5,"по самой консультации вопросов нет. а вот то, что при обновлении приложения ""слетают"" настройки - нехорошо",Другое,0,0,0,0,0,1
4233334,5,а как мне получить схемы от застройщика? я боюсь повредить проводку розеток и выключателей при монтаже,Другое,0,0,0,0,0,1
4233035,5,"оперативно пришли, выполнили осмотр, составили акт! на все интересующие вопросы ответили. благодарю!","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4233009,5,все хорошо и быстро.,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
4232957,5,мастер молодец . быстро и все качественно сделал,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
4232822,5,оперативно восстановили элетроэнергию.,Нравится скорость отработки заявок,0,0,0,1,0,0
4232820,5,довольно быстро ликвидировали отсутствие электричества.,Нравится скорость отработки заявок,0,0,0,1,0,0
4232446,5,вежливый специалист,Нравится качество работы сотрудников,0,0,1,0,0,0
4232359,5,"кирилл, спасибо! позвонили, разъяснили, что нет таких ограничении у нас.",Нравится качество работы сотрудников,0,0,1,0,0,0
4232163,5,ответ на вопрос предоставлен.,Вопрос решен,1,0,0,0,0,0
4232155,5,сантехник валерий объяснил все по телефону. пока проблем нет.,Нравится качество работы сотрудников,0,0,1,0,0,0
4232114,5,быстро и оперативно. спасибо!,Нравится скорость отработки заявок,0,0,0,1,0,0
4232099,5,спасибо данному сотруднику!!!!!,Нравится качество работы сотрудников,0,0,1,0,0,0
4231772,5,звонки не поступают при звонке,Другое,0,0,0,0,0,1
4231359,5,спасибо за быстроту,Нравится скорость отработки заявок,0,0,0,1,0,0
4231245,5,специалист оперативно устранил поломку! очень доволен и благодарим за оперативность). специалисту выписать премию),"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4231128,5,"быстро отреагировали, достаточно быстро устранили течь. вечером сантехник ещё раз пришёл удостовериться, что все в порядке. спасибо","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4231026,5,"да, спасибо! дверь починили.",Вопрос решен,1,0,0,0,0,0
4230799,5,спасибо. счетчик заработал,Вопрос решен,1,0,0,0,0,0
4230769,5,"отличная работа! быстро, качественно, аккуратно. спасибо большое)",Нравится скорость отработки заявок,0,0,0,1,0,0
4230424,5,счёт на 500 р все ещё в личном кабинете,Другое,0,0,0,0,0,1
4230360,5,спасибо за оперативность! все настроено,Нравится скорость отработки заявок,0,0,0,1,0,0
4230075,5,вчера мне сказали несколько диспетчеров что заявки не было о протечке с моего жк,Другое,0,0,0,0,0,1
4229868,5,всё оперативно исправили. молодцы.,Нравится скорость отработки заявок,0,0,0,1,0,0
4229707,5,"прильи быстро, спасибо",Нравится скорость отработки заявок,0,0,0,1,0,0
4229497,5,спасибо большое ! оперативно помогли решить вопрос .,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
4229412,5,оперативно решили вопрос.,Нравится скорость отработки заявок,0,0,0,1,0,0
4229330,5,ок. спасибо,Вопрос решен,1,0,0,0,0,0
4229242,5,хороший мужчина консультировал,Нравится качество работы сотрудников,0,0,1,0,0,0
4229169,5,очень удобно,Вопрос решен,1,0,0,0,0,0
4229078,5,спасибо большое 😊. с уважением евгений!),Понравилось выполнение заявки,0,0,0,0,1,0
4228897,5,сантехники приехали оперативно и устранили протечку в смесителе.  спасибо!,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4228815,5,спасибо вам,Понравилось выполнение заявки,0,0,0,0,1,0
4228768,5,"специалист отличный, вежливый и быстро сделал, я очень довольна.","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4228524,5,все работает как надо! спасибо!,"{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",0,1,0,0,1,0
4228491,5,"быстро решили проблему , электрики пришли почти сразу после заявки , спасибо, большое","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4228481,5,здравствуйте! спасибо огромное специалистам за быстрый ответ и решение нашей проблемы!,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4228457,5,"спасибо мастеру, все быстро сделал","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4228411,5,оперативно и быстро! супер всегда бы так,Нравится скорость отработки заявок,0,0,0,1,0,0
4228313,5,устное разрешение на установку кодового замка получено.после установки сообщим код в управляющую компанию.спасибо,Другое,0,0,0,0,0,1
4228280,5,детализация предоставлена с 06.2024 была закащана с 01.2024. просьба выдать на все месяцы 2024 года,Другое,0,0,0,0,0,1
4227944,5,слишком часто ломаются лифты!,Другое,0,0,0,0,0,1
4227915,5,все замечательно,Вопрос решен,1,0,0,0,0,0
4227850,5,спасибо большое за помощь в решении вопроса.,Вопрос решен,1,0,0,0,0,0
4227759,5,"на этот раз быстро отключили, спасибо!",Нравится скорость отработки заявок,0,0,0,1,0,0
4227554,5,"оценка за оперативность — отлично, за уборку — хорошо. спасибо!",Нравится скорость отработки заявок,0,0,0,1,0,0
4227480,5,"приходила в ук мне сказали за деньги купить себе новый ключ, на каком основании? выдали не рабочие и теперь платя 2500 за домофон я ещё и ключи должна покупать, соседям дали бесплатно",Другое,0,0,0,0,0,1
4227035,5,огромное спасибо! вопрос был решен быстро! специалист профессионал в своем деле!,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4226978,5,починили,Вопрос решен,1,0,0,0,0,0
4226802,5,"спасибо, что быстро отреагировали. проблема решена.","{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4226768,5,"спасибо большое
оперативно",Нравится скорость отработки заявок,0,0,0,1,0,0
4226734,5,"приятно удивлена. вопрос решился менее чем за сутки! спасибо, так красиво теперь и ничего не отравляет воздух и не портит вид!!",Нравится скорость отработки заявок,0,0,0,1,0,0
4226718,5,все прекрасно спасибо,Понравилось выполнение заявки,0,0,0,0,1,0
4226706,5,"спасибо, всё быстро устранено",Нравится скорость отработки заявок,0,0,0,1,0,0
4226692,5,"здорово что подсказали, не за что бы сам не догадался.",Другое,0,0,0,0,0,1
4226652,5,спасибо куприянову и.и.!!!,Нравится качество работы сотрудников,0,0,1,0,0,0
4226636,5,спасибо большое что есть специалисты в ук которым небезразлично!! спасибо куприянову и.и.,Нравится качество работы сотрудников,0,0,1,0,0,0
4226465,5,сами устранили,Другое,0,0,0,0,0,1
4226443,5,быстро исправили причину шума щитка. спасибо за оперативность,Нравится скорость отработки заявок,0,0,0,1,0,0
4226268,5,"спасибо большое за разъяснения,теперь все ясно и понятно.",Понравилось выполнение заявки,0,0,0,0,1,0
4226175,5,оперативно отреагировали быстро сделали спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4226089,5,"спасибо,скажите пожалуйста,на андроид откуда можно скачать данное приложение? не получается,пишет,что не поддерживается",Другое,0,0,0,0,0,1
4225989,5,спасибо за скорость работы 👍,Нравится скорость отработки заявок,0,0,0,1,0,0
4225811,5,"стулья привезли, а зеркало нет.",Другое,0,0,0,0,0,1
4225753,5,сантехник пришёл всё сделал,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4225724,5,спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4225635,5,"спасибо, жду перерасчет .",Вопрос решен,1,0,0,0,0,0
4225626,5,"очень оперативно решили вопрос, спасибо!",Нравится скорость отработки заявок,0,0,0,1,0,0
4225575,5,красавчеги!,Вопрос решен,1,0,0,0,0,0
4225435,5,спасибо! все устранено!,Вопрос решен,1,0,0,0,0,0
4225170,5,пришли очень оперативно !,Нравится скорость отработки заявок,0,0,0,1,0,0
4225103,5,мы сами устранили,Вопрос решен,1,0,0,0,0,0
4225040,5,отличный аккуратный специалист.,Нравится качество работы сотрудников,0,0,1,0,0,0
4225032,5,"всё было сделано быстро и качественно, огромное спасибо мастеру","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
4224936,5,супер мастер,Нравится качество работы сотрудников,0,0,1,0,0,0
4224874,5,мерси!,Вопрос решен,1,0,0,0,0,0
4224703,5,спасибо большое за решение вопроса.,Вопрос решен,1,0,0,0,0,0
4224664,5,"спасибо, всё исправили",Вопрос решен,1,0,0,0,0,0
4224554,5,спасибо! все поняла,Другое,0,0,0,0,0,1
4224482,5,"жаль не с первого раза, звонков 8",Другое,0,0,0,0,0,1
4224118,5,"просьба очищать своевременн, не дожидаясь заявок",Другое,0,0,0,0,0,1
4224033,5,"мастер отключил колонку оповещения от сети, пищать перестала , но и оповещать не будет",Другое,0,0,0,0,0,1
4224005,5,нашли причину,Вопрос решен,1,0,0,0,0,0
4223977,5,"оперативно, удобно!","{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4223959,5,все отлично! выявили проблему.,Вопрос решен,1,0,0,0,0,0
4223869,5,"спасибо большое!!! всё очень оперативно! приятно, когда нас слышат и понимают. всего доброго!","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
4223859,5,всю ночь стоят палеты и стеллажи у подъезда,Другое,0,0,0,0,0,1
4223800,5,ответа на вопрос нет,Другое,0,0,0,0,0,1
4223719,5,благодарю вас,Вопрос решен,1,0,0,0,0,0
4223661,5,"сантехник пришел в день об обращения, вопрос решен на месте, спасибо за оперативность.","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4223587,5,быстро! спасибо!,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4223388,5,"оперативно заменили и опломбировали, спасибо!",Нравится скорость отработки заявок,0,0,0,1,0,0
4223285,5,классно,Вопрос решен,1,0,0,0,0,0
4223272,5,ремонтные работы по данной заявке выполнены в полном объеме и в кратчайшие сроки.,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4223241,5,всё сделали хорошо и быстро.,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4223153,5,мне нужно присутствовать при съеме контрольных показаний? счетчики все в коридоре. возможно вызов в выход дни?,Другое,0,0,0,0,0,1
4223142,5,быстро и оперативно помогли решить вопрос!,Нравится скорость отработки заявок,0,0,0,1,0,0
4223029,5,"спасибо, быстро освободили",Нравится скорость отработки заявок,0,0,0,1,0,0
4222957,5,"электрик смог настроить свет в коридоре удаленно. с помощью отключения электричества в квартире. правда, после этого снова отвалился интернет и снова в пятницу придет монтажник настраивать роутер. а после прошлого посещения монтажника свет в коридоре и закончился...","{""choices"":[""Нравится качество работы сотрудников"",""Другое""]}",0,0,1,0,0,1
4222777,5,"тяп-ляп, ну ладно, тут везде так",Вопрос решен,1,0,0,0,0,0
4222690,5,"спасибо, вижу счетчики в приложении",Вопрос решен,1,0,0,0,0,0
4222643,5,"сергей настоящий профи! все четко и по делу, очень рада, что именно ему досталась наша заявка, спасибо!","{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
4222607,5,"очень вежливый, контактный мастер. только положительные впечатления от подхода к работе и ее выполнению.",Нравится качество работы сотрудников,0,0,1,0,0,0
4222565,5,а кто заявку подавал? я не подвала. или это автоматически,Другое,0,0,0,0,0,1
4222446,5,профессионал. все решили.,Вопрос решен,1,0,0,0,0,0
4222362,5,спасибо мастеру за работу,Нравится качество работы сотрудников,0,0,1,0,0,0
4222340,5,сантехник андрей качественно выполнил свою работу.,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
4222299,5,быстрое решение. спасибо руслану,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4222276,5,"всё отлично, решили всё)",Вопрос решен,1,0,0,0,0,0
4222274,5,не вписан ещё один человек,Другое,0,0,0,0,0,1
4222082,5,"спасибо, за быстрое решение",Нравится скорость отработки заявок,0,0,0,1,0,0
4222023,5,спасибо большое за помощь,Вопрос решен,1,0,0,0,0,0
4221927,5,очень часто ломается.,Другое,0,0,0,0,0,1
4221917,5,"спасибо, очень быстро решили вопрос по заявке!","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
4221772,5,"где можно посмотреть прайс на услуги ваших электриков? что за инкогнито цены, которые мне потом озвучивают?",Другое,0,0,0,0,0,1
4221569,5,"надо что то делать, родители говорят что больше не придут в гости, потому что лифт постоянно не работает!",Другое,0,0,0,0,0,1
4221567,5,"ну надо что то делать... как быть дальше, если постоянно лифт выходит из строя!",Другое,0,0,0,0,0,1
4221565,5,"давайте уде чинить грузовой лифт, его про отключили и не чинят, очередь га лифт. и пассажирский лифт ломается раз в два дня..... делайте уже что нибудь,  .  ...... ......",Другое,0,0,0,0,0,1
4221447,5,быстро отреагировали!,Нравится скорость отработки заявок,0,0,0,1,0,0
4221334,5,"сняла одну звезду за молчаливое закрытие заявки. 
а так, действительно, пришла домой, свет уже был.",Вопрос решен,1,0,0,0,0,0
4221099,5,не отображаются счета на оплату,Другое,0,0,0,0,0,1
4221077,5,"большое спасибо, все починили очень оперативно!","{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4220856,5,"благодарю ростислава, быстро и качественно заменил резинку манжету в стиральной машине.","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
4220642,5,"прекрасный мастер. все оперативно решил, благодарю !","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4220445,5,"здравствуйте, когда будет видна оплата? платили по реквизитам",Другое,0,0,0,0,0,1
